id,follow_id,follow_time
880,2752,2020-12-18 14:32:35
881,2765,2020-12-18 14:32:38
882,1736,2020-12-18 14:32:32
883,46,2020-12-18 10:18:17
884,2744,2020-12-18 10:19:16
490,2820,2020-12-18 10:18:49
885,2752,2020-12-18 10:17:45
886,2753,2020-12-18 10:19:43
887,122,2020-12-18 15:41:31
888,3379,2020-12-18 09:05:31
889,1260,2020-12-18 10:16:18
890,765,2020-12-18 19:27:01
891,2206,2020-12-18 19:27:03
892,3380,2020-12-18 19:27:02
893,3328,2020-12-18 17:15:24
894,1604,2020-12-18 17:12:45
895,3042,2020-12-18 17:09:16
896,2782,2020-12-18 22:19:10
897,3381,2020-12-18 22:19:21
898,2695,2020-12-18 14:43:17
899,2778,2020-12-18 16:45:45
900,2751,2020-12-18 10:48:14
901,947,2020-12-18 12:56:16
902,2897,2020-12-18 11:23:05
903,3382,2020-12-18 11:23:02
904,3383,2020-12-18 11:23:04
510,2989,2020-12-15 00:16:52
10,2833,2020-12-15 00:07:21
905,2911,2020-12-15 00:01:03
906,2757,2020-12-15 00:16:04
907,2765,2020-12-15 22:35:22
908,2648,2020-12-15 11:15:30
909,2751,2020-12-15 11:12:33
14,2815,2020-12-15 11:11:30
14,765,2020-12-15 11:15:42
516,3384,2020-12-15 11:15:28
516,1399,2020-12-15 11:10:45
910,81,2020-12-15 11:12:11
910,2262,2020-12-15 11:11:47
517,555,2020-12-15 06:21:18
517,3385,2020-12-15 06:21:22
911,1347,2020-12-15 06:21:20
912,3359,2020-12-15 21:44:07
913,238,2020-12-15 21:44:10
914,947,2020-12-15 21:44:12
915,416,2020-12-15 21:44:06
916,2744,2020-12-15 21:44:11
24,2067,2020-12-15 21:44:09
917,3073,2020-12-15 15:53:17
918,3386,2020-12-15 19:35:07
919,174,2020-12-15 19:43:12
920,947,2020-12-15 19:43:11
522,609,2020-12-15 19:43:14
28,2770,2020-12-15 09:51:39
921,225,2020-12-15 07:47:12
921,3193,2020-12-15 15:11:32
523,667,2020-12-15 15:11:35
922,2782,2020-12-15 15:11:34
527,2770,2020-12-15 15:08:55
923,1621,2020-12-15 15:08:56
31,3387,2020-12-15 15:11:33
33,3388,2020-12-15 15:11:39
924,3389,2020-12-15 15:08:58
925,2817,2020-12-15 15:09:00
926,2782,2020-12-15 14:37:14
528,81,2020-12-15 14:42:43
528,2801,2020-12-15 17:16:00
38,28,2020-12-15 00:22:22
38,2819,2020-12-15 00:23:09
927,3390,2020-12-15 00:22:24
928,2784,2020-12-15 00:25:35
529,87,2020-12-15 00:23:10
929,3077,2020-12-15 10:58:31
930,2752,2020-12-15 16:01:14
45,238,2020-12-15 15:48:21
931,537,2020-12-15 15:47:39
52,2762,2020-12-15 15:48:52
52,2864,2020-12-15 21:49:59
52,2794,2020-12-15 16:09:39
932,3391,2020-12-15 22:05:21
53,624,2021-02-10 01:20:27
933,2744,2021-02-10 22:43:30
57,2820,2021-02-10 22:48:47
57,3392,2021-02-10 11:57:42
934,3090,2021-02-10 11:57:43
935,2988,2021-02-10 08:00:49
60,107,2021-02-10 08:00:53
60,2067,2021-02-10 08:00:48
60,2865,2021-02-10 11:42:47
60,1526,2021-03-01 15:10:02
61,2067,2021-03-01 19:16:25
936,1399,2021-03-01 20:11:48
69,2067,2021-03-01 10:54:10
70,153,2021-03-01 10:54:11
70,1399,2021-03-01 00:03:18
937,2768,2021-03-01 22:05:57
71,3296,2021-03-01 09:34:55
71,3050,2021-03-01 01:45:40
71,2919,2021-03-01 22:22:06
71,3003,2021-03-01 08:01:30
71,3238,2021-03-01 10:58:27
71,3393,2021-03-01 10:58:28
71,3100,2021-03-01 10:58:30
71,332,2021-03-01 16:09:28
71,3052,2021-03-01 17:08:50
71,441,2021-03-01 19:19:50
938,2817,2021-08-07 21:06:13
939,2798,2021-08-07 20:54:11
76,2648,2021-08-07 21:11:46
78,3141,2021-08-07 21:12:17
78,2797,2021-08-07 20:34:05
78,3394,2021-08-07 23:39:53
552,2864,2021-08-07 13:37:13
552,311,2020-09-29 14:46:05
940,3104,2020-09-29 20:16:36
556,2770,2020-09-29 08:00:45
81,2882,2020-09-29 08:03:11
81,2820,2020-09-29 08:03:51
81,107,2020-09-29 15:46:47
81,159,2020-09-29 20:48:49
81,611,2020-09-29 15:19:54
81,2755,2020-09-29 07:37:47
941,3395,2020-09-29 15:58:07
942,1399,2020-09-29 20:42:44
943,2750,2020-09-29 09:20:10
944,2869,2020-09-29 09:21:09
945,555,2020-09-29 09:19:36
87,1621,2020-09-29 09:19:07
87,172,2020-09-29 09:19:51
87,284,2020-09-29 18:00:25
946,3158,2020-09-29 17:58:03
947,2869,2020-09-29 19:44:11
947,2750,2020-09-29 19:44:12
89,2831,2020-09-29 19:44:17
948,3396,2020-09-29 19:44:14
90,2997,2020-09-29 19:44:15
565,3087,2020-09-29 14:36:07
949,2814,2020-09-29 14:36:20
568,2262,2020-09-29 14:37:58
568,2756,2020-09-29 14:37:43
950,1915,2020-09-29 14:35:46
951,2829,2020-09-29 22:50:15
101,1608,2020-09-29 06:50:05
952,311,2020-09-29 06:49:13
577,3397,2020-09-29 13:24:45
107,3398,2020-09-29 13:24:49
107,2905,2020-09-29 13:24:46
107,2926,2020-09-29 18:47:51
107,1260,2020-09-29 18:48:53
107,3070,2020-10-25 07:26:49
107,2841,2020-10-25 07:26:48
107,52,2020-10-25 10:22:59
107,948,2020-10-25 23:28:34
107,574,2020-10-25 09:41:40
107,2797,2020-10-25 00:13:24
107,2262,2020-10-25 09:43:28
107,143,2020-10-25 11:44:30
107,3143,2020-10-25 07:42:24
107,2901,2020-10-25 07:44:07
107,3399,2020-10-25 16:12:06
107,637,2020-10-25 11:58:17
107,2986,2020-10-25 11:58:20
107,2794,2020-10-25 11:58:15
107,284,2020-10-25 14:31:56
107,2754,2020-10-25 16:00:42
107,3271,2020-10-25 07:43:13
107,416,2020-10-25 07:43:17
107,3400,2020-10-25 06:44:49
953,78,2020-10-25 06:44:48
954,2765,2020-10-25 06:44:50
955,122,2020-10-25 11:57:48
956,2750,2020-10-25 11:53:31
579,1040,2020-10-25 11:52:04
111,3401,2020-10-25 11:52:01
111,3402,2020-10-25 07:24:28
111,3403,2020-10-25 14:39:35
111,2953,2020-10-25 11:58:04
111,2862,2020-10-25 07:41:43
111,726,2020-10-25 19:40:50
111,3404,2020-10-25 19:40:52
957,1415,2020-10-25 19:40:51
114,345,2020-10-25 07:08:26
116,81,2020-10-25 01:13:14
958,2788,2020-10-25 13:22:14
118,2778,2020-10-25 13:22:13
118,2767,2020-10-25 13:22:12
118,2067,2020-10-25 13:22:15
959,1672,2020-10-25 11:47:11
959,2797,2020-10-25 10:43:32
123,2199,2020-10-25 16:51:03
123,3405,2020-10-25 07:40:11
123,947,2020-10-25 07:40:24
123,3345,2020-10-25 17:42:43
123,3406,2020-10-25 16:19:31
123,3407,2020-10-25 12:32:34
123,2262,2020-10-25 12:34:25
123,3146,2020-10-25 12:32:35
123,3408,2020-10-25 12:34:24
123,2585,2020-10-25 12:32:33
123,238,2020-10-25 12:32:23
123,3409,2020-10-25 12:32:22
123,3123,2020-10-25 12:32:21
123,2327,2020-10-25 12:32:13
123,1075,2020-10-25 20:26:29
123,3410,2021-04-01 12:54:44
123,2827,2021-04-01 08:45:38
123,3301,2021-04-01 16:24:32
123,3275,2021-04-01 23:02:41
123,3411,2021-04-01 23:38:09
960,2794,2021-04-01 12:25:52
961,726,2021-04-01 12:33:15
962,153,2021-04-01 12:45:40
132,2744,2021-04-01 11:47:36
132,3412,2021-04-01 11:46:05
135,3413,2021-04-01 22:13:14
963,242,2021-04-01 19:48:19
964,2744,2021-04-01 23:44:31
138,105,2021-08-31 13:35:43
138,579,2021-08-31 17:44:12
138,667,2021-08-31 22:02:46
139,765,2021-08-31 22:02:12
140,3414,2021-08-31 22:02:08
965,2782,2021-08-31 22:02:18
966,667,2021-08-31 20:03:25
967,1116,2021-03-16 13:39:41
143,238,2021-03-16 13:39:36
143,2067,2021-03-16 13:39:43
968,52,2021-03-16 21:42:44
969,2782,2021-03-16 21:42:43
970,238,2021-03-16 21:42:49
147,579,2021-03-16 15:09:49
971,3415,2021-03-16 13:59:02
972,3395,2021-03-16 13:59:03
973,1399,2021-03-16 18:25:35
974,2884,2021-03-16 22:02:06
975,81,2021-03-16 11:26:50
597,3416,2021-03-16 14:12:59
153,1251,2021-03-16 19:32:53
153,3417,2021-03-16 23:27:44
153,107,2021-03-16 07:24:02
153,2870,2021-03-16 13:26:49
153,3038,2021-03-16 15:05:15
976,3418,2021-03-16 15:05:21
977,3090,2021-03-16 22:03:36
978,2909,2021-03-16 21:04:39
155,2744,2021-03-16 21:04:38
155,416,2021-03-16 21:03:36
979,3419,2021-03-16 13:09:53
980,159,2021-03-16 13:08:28
981,2755,2021-03-16 16:50:51
982,3104,2021-03-16 16:50:28
983,2067,2021-03-16 16:50:13
161,3395,2021-03-16 18:10:16
984,3420,2021-03-16 18:10:13
985,242,2021-03-16 18:10:21
986,1633,2021-03-16 01:34:17
987,2752,2021-03-16 22:15:02
165,2797,2021-03-16 23:33:36
988,24,2021-03-16 23:33:41
989,3421,2021-03-16 23:33:40
607,2817,2021-03-16 23:33:37
171,3295,2021-03-16 23:33:46
171,3422,2021-03-16 15:25:17
171,75,2021-03-16 14:08:43
171,78,2021-03-16 14:10:05
171,2891,2021-03-16 14:09:07
171,2765,2021-03-16 14:08:42
171,2779,2021-03-16 14:08:47
171,2874,2021-03-16 14:08:41
171,3423,2021-03-16 14:10:04
171,159,2021-03-16 14:09:08
171,2282,2021-03-16 20:22:51
171,172,2021-03-16 20:25:11
171,2901,2021-03-16 15:10:37
171,3424,2021-03-16 15:10:44
171,3122,2021-03-16 19:07:53
171,3425,2021-09-05 05:44:43
171,2644,2021-09-05 22:49:57
171,3426,2021-09-05 07:28:42
171,2896,2021-09-05 16:53:41
171,416,2021-09-05 08:17:05
608,52,2021-09-05 20:59:15
990,3427,2021-09-05 22:33:10
991,122,2021-01-15 07:43:04
992,992,2021-01-15 14:52:23
993,1040,2021-01-15 14:08:27
174,3428,2021-01-15 11:06:12
174,3429,2021-01-15 17:47:33
174,3430,2021-01-15 13:38:31
174,2946,2021-01-15 07:41:05
174,2780,2021-01-15 15:41:19
174,3431,2021-01-15 20:11:46
174,624,2021-01-15 20:05:42
174,3432,2021-01-08 07:41:16
994,2818,2021-01-08 07:41:13
176,2262,2021-01-08 21:38:07
177,3082,2021-01-08 21:38:08
178,2787,2021-01-08 21:38:06
178,3433,2021-01-08 14:25:38
178,174,2021-01-08 14:25:33
178,2756,2021-01-08 18:00:30
183,2833,2021-01-08 18:00:31
183,2988,2021-01-08 14:30:27
183,122,2021-01-08 07:46:14
183,3434,2021-01-08 07:45:27
185,335,2021-01-08 07:48:29
995,663,2021-01-08 07:47:53
996,3015,2021-01-08 09:27:14
616,2823,2021-01-08 09:27:11
187,555,2021-01-08 09:27:12
997,2883,2021-01-08 09:27:16
998,153,2021-01-08 21:28:51
999,3131,2021-01-08 10:15:45
1000,123,2021-01-08 07:57:44
1001,3435,2021-01-08 23:27:46
1002,122,2021-01-08 23:24:58
1003,2777,2021-01-08 23:28:18
1004,335,2021-01-08 23:29:48
195,78,2021-01-08 23:26:21
195,2770,2021-01-08 23:31:14
624,555,2021-01-08 23:30:15
1005,2751,2020-12-04 20:36:52
1006,238,2020-12-04 07:37:53
197,2744,2020-12-04 07:40:52
627,2867,2020-12-04 07:38:36
1007,555,2020-12-04 08:49:33
199,2752,2020-12-04 08:49:31
199,174,2020-12-04 12:50:26
1008,311,2020-12-04 12:58:47
201,107,2020-12-04 12:50:27
1009,1606,2020-12-04 12:50:28
1010,2863,2020-12-04 12:58:49
633,81,2020-12-04 21:13:02
637,2802,2020-12-04 21:13:04
204,78,2020-12-04 21:13:01
204,2780,2020-12-04 21:13:06
204,2034,2020-12-04 19:26:37
1011,1399,2020-12-04 19:26:34
207,3436,2020-12-04 21:29:28
1012,3437,2020-12-04 21:29:29
1013,3438,2020-12-04 21:29:26
1013,3439,2020-12-04 17:42:54
1014,2864,2020-12-04 20:23:28
1015,2755,2020-12-04 20:23:24
1016,2920,2020-12-04 20:23:29
1017,2784,2020-12-04 20:23:27
1018,3178,2020-12-04 07:41:57
1019,3193,2020-12-04 07:40:44
1020,105,2020-12-04 13:29:12
1021,2866,2020-12-04 13:29:00
1022,2327,2020-12-04 13:28:58
1023,2833,2020-12-04 06:21:35
1024,1252,2020-12-04 22:13:01
1024,24,2020-12-04 22:13:06
1024,70,2020-12-04 22:13:03
1025,2829,2020-12-04 11:00:07
1026,153,2020-08-24 23:01:16
229,2901,2020-08-24 08:40:38
1027,3391,2020-08-24 08:34:35
1027,3133,2020-08-24 08:38:31
1028,97,2020-08-24 08:37:17
1029,701,2020-08-24 08:37:03
1030,2823,2020-08-24 12:47:38
1031,3440,2020-08-24 07:01:07
237,3441,2020-08-24 14:52:28
237,3442,2020-08-24 07:04:54
237,3443,2020-08-24 07:03:30
237,3444,2020-08-24 07:04:15
237,3445,2020-08-24 07:05:31
237,3446,2020-08-24 07:04:17
237,3447,2020-08-24 07:06:46
237,3278,2020-08-24 07:06:03
237,3448,2020-08-24 07:06:01
237,3088,2020-08-24 18:21:26
237,75,2020-08-24 15:19:12
237,3304,2020-08-24 15:18:50
237,3306,2020-08-24 15:18:23
237,3449,2020-08-24 15:18:37
237,3450,2020-08-24 17:32:40
237,3451,2020-08-24 17:30:22
237,3452,2020-08-24 11:10:32
237,3344,2020-08-24 10:24:00
237,3453,2020-08-24 17:28:55
237,3454,2020-08-24 19:01:43
237,105,2020-08-24 21:21:45
237,3141,2020-08-24 14:18:25
237,3455,2020-08-24 14:07:53
237,3456,2020-08-24 22:24:41
237,3457,2021-01-31 20:24:28
237,3458,2021-01-31 11:25:50
237,3459,2021-01-31 10:49:25
237,3460,2021-01-31 08:31:21
237,3461,2021-01-31 08:47:20
237,3462,2021-01-31 21:40:21
237,3463,2021-01-31 15:18:36
237,2917,2021-01-31 15:18:25
237,3464,2021-01-31 20:33:51
237,2982,2021-01-31 21:14:28
237,3465,2021-01-31 23:29:14
237,3466,2021-01-31 07:51:59
237,2889,2021-01-31 07:51:45
237,3467,2021-01-31 11:09:31
237,174,2021-01-31 14:14:04
237,3081,2021-01-31 19:44:27
237,3468,2020-08-15 23:40:20
237,3469,2020-08-15 23:37:02
237,3470,2020-08-15 23:37:52
237,3471,2020-08-15 23:34:14
237,3472,2020-08-15 23:34:23
237,3473,2020-08-15 23:43:11
237,3474,2020-08-15 23:41:27
237,3207,2020-08-15 23:44:52
237,1027,2020-08-15 23:39:29
237,3475,2020-08-15 23:42:27
237,3154,2020-08-15 23:56:15
237,3337,2020-08-15 23:51:15
237,3476,2020-08-15 23:51:12
237,3439,2020-08-15 23:46:10
237,3477,2020-08-15 23:42:19
237,3478,2020-08-15 23:33:07
237,3479,2020-08-15 14:59:18
237,3480,2020-08-15 23:37:48
237,745,2020-08-15 23:38:07
237,3171,2020-08-15 08:49:51
237,3481,2020-08-15 08:49:54
237,3482,2020-08-15 21:47:42
237,772,2020-08-15 06:59:58
237,3483,2020-08-15 19:49:51
237,3484,2020-08-15 13:53:50
237,3426,2020-08-15 17:18:12
237,2876,2020-08-15 13:59:52
237,3211,2020-08-15 22:58:14
237,3126,2020-08-15 22:58:17
237,3485,2020-08-15 15:53:23
237,3065,2020-08-15 00:40:42
237,3486,2020-08-15 15:35:27
237,3487,2020-08-15 21:44:38
237,3488,2020-08-15 23:18:05
238,2762,2020-08-15 02:00:05
238,2750,2020-08-15 01:32:14
1032,3489,2020-08-15 01:30:53
240,2067,2020-08-15 08:52:07
1033,537,2020-08-15 07:41:08
1034,3065,2020-08-15 07:41:24
1035,2974,2020-08-15 07:42:09
241,910,2020-08-15 07:41:44
241,2767,2020-08-15 07:40:25
1036,947,2020-08-15 07:40:39
1037,1633,2020-08-15 07:12:30
1038,2833,2020-08-15 16:59:10
1039,2767,2020-08-15 13:44:20
256,1260,2020-08-15 23:14:01
1040,3490,2021-03-26 23:53:38
257,2817,2021-03-26 19:29:21
1041,2797,2021-03-26 23:55:30
1041,3367,2021-03-26 23:55:26
1042,24,2021-03-26 23:55:27
1043,2784,2021-03-26 23:55:28
1044,2829,2021-03-26 19:23:18
1045,3074,2021-03-26 21:12:53
1046,78,2021-03-26 09:16:53
273,1915,2021-03-26 09:16:51
273,3405,2021-03-26 23:39:31
273,3491,2021-03-26 18:21:28
273,2864,2021-03-26 21:10:30
273,3492,2021-03-26 21:10:32
273,2757,2021-03-26 18:10:38
273,3089,2020-10-20 13:04:21
273,2067,2020-10-20 08:48:24
1047,1608,2020-10-20 14:32:29
1048,78,2020-10-20 15:10:27
1049,2955,2020-10-20 07:56:27
1050,3493,2020-10-20 22:18:16
695,1252,2020-10-20 22:18:19
695,2752,2020-10-20 14:09:48
695,2262,2020-10-20 07:54:53
695,2909,2020-10-20 15:46:15
695,2904,2020-10-20 15:46:14
1051,24,2020-10-20 15:45:26
1052,284,2020-10-20 15:45:24
1053,171,2020-10-20 13:25:06
698,555,2020-10-20 13:25:07
1054,2820,2020-10-20 13:03:09
280,311,2020-10-20 13:03:05
1055,2766,2020-10-20 13:16:14
283,2791,2020-10-20 13:16:08
283,1399,2020-10-20 07:53:31
284,3494,2020-10-20 02:16:21
284,925,2020-10-20 08:15:58
284,3495,2020-10-20 07:54:03
284,78,2020-10-20 21:57:06
284,2801,2020-10-20 15:13:02
284,3496,2020-10-20 15:13:00
284,1355,2020-10-20 15:12:58
284,2707,2020-10-20 13:24:05
1056,3497,2020-10-20 10:54:38
1057,2782,2020-10-20 08:44:43
1058,555,2020-10-20 14:09:12
1059,2752,2020-10-20 15:06:10
1060,2767,2020-10-20 15:06:05
706,765,2020-10-20 15:06:12
1061,2755,2020-10-20 15:05:46
1062,2756,2020-10-20 11:32:43
1063,3073,2020-10-20 08:09:21
1064,3158,2020-10-20 19:41:52
1065,2824,2020-10-20 19:41:53
1066,3215,2020-10-20 23:20:05
1067,2067,2020-10-20 08:15:30
1068,46,2020-10-20 15:27:51
1069,1633,2020-12-25 11:30:06
1070,2780,2020-12-25 16:49:56
1071,284,2020-12-25 16:49:55
1072,3070,2020-12-25 23:11:20
1073,2776,2020-12-25 22:59:37
1074,3498,2020-12-25 23:49:16
1075,3499,2020-12-25 23:15:25
717,2762,2020-12-25 23:09:42
717,2754,2020-12-25 23:17:25
1076,78,2020-12-25 08:11:57
1077,1915,2020-12-25 08:12:37
1078,2863,2020-12-25 10:47:17
1079,2067,2020-12-25 10:47:16
296,2779,2020-12-25 22:15:40
296,155,2020-12-25 22:15:13
296,2912,2020-12-25 22:12:01
299,122,2020-12-25 22:13:26
299,2829,2020-12-25 22:16:26
299,3109,2020-12-25 00:14:57
299,2866,2020-12-25 21:45:37
1080,3317,2020-12-25 08:47:08
1081,2901,2020-12-25 08:46:19
1082,2777,2020-12-25 08:02:58
1083,579,2020-12-25 00:51:08
725,2752,2020-12-25 00:31:44
1084,2067,2020-12-25 11:49:03
726,2801,2020-12-25 13:48:19
302,2801,2020-12-25 13:48:20
304,2919,2020-12-25 13:48:18
304,3044,2020-12-25 07:06:23
304,2067,2020-12-25 07:45:36
304,1526,2020-12-25 07:42:11
1085,2904,2020-12-25 07:43:19
308,3088,2020-12-25 17:48:31
308,3315,2020-12-25 17:48:32
308,3334,2020-12-25 17:48:30
308,3362,2021-05-25 21:52:39
308,3091,2021-05-25 13:23:38
308,3317,2021-05-25 00:29:38
308,3035,2021-05-25 15:55:25
1086,52,2021-05-25 21:14:56
1087,3500,2021-05-25 06:58:33
1088,3041,2021-05-25 21:23:57
1089,2744,2021-05-25 09:48:26
1090,2742,2021-05-25 20:50:05
1091,3288,2021-05-25 11:08:33
311,2788,2021-05-25 00:15:07
311,2879,2021-05-25 21:21:17
311,3501,2021-05-25 21:22:24
311,3502,2021-05-25 21:21:59
311,3503,2021-05-25 21:22:09
311,3504,2021-05-25 21:21:02
311,78,2021-05-25 21:20:55
311,947,2021-05-25 07:18:56
311,3345,2021-05-25 00:22:13
311,3456,2021-05-25 10:41:08
311,3491,2021-05-25 13:20:34
311,3505,2021-05-25 11:56:24
311,3506,2021-03-31 08:09:14
311,159,2021-03-31 20:34:20
311,3507,2021-03-31 19:00:18
311,3508,2021-03-31 18:59:28
311,2853,2021-03-31 18:58:19
311,3509,2021-03-31 18:59:51
311,1736,2021-03-31 18:58:39
311,3510,2021-03-31 18:59:04
311,3511,2021-01-19 07:59:39
311,3512,2021-01-19 00:34:48
311,2965,2021-01-19 14:52:06
311,3513,2021-01-19 14:52:05
311,2370,2021-01-19 15:02:01
311,1154,2021-01-19 14:31:06
311,3514,2021-01-19 14:31:08
311,475,2021-01-19 09:50:56
311,3035,2021-01-19 09:50:35
1092,81,2021-01-19 09:03:10
312,3278,2021-01-19 09:03:12
312,551,2021-01-19 13:15:36
312,1953,2021-01-19 13:26:30
312,2897,2021-01-19 13:15:33
312,3515,2021-01-19 13:15:35
312,2824,2021-01-19 13:25:54
312,3516,2021-01-19 13:25:56
312,2768,2021-01-19 13:25:55
312,3517,2021-01-19 09:52:21
312,3518,2021-01-19 09:42:03
312,3519,2021-01-19 13:23:57
1093,579,2021-01-19 13:24:03
1094,2864,2021-01-19 13:23:56
316,947,2021-01-19 13:23:59
317,3520,2021-01-19 13:24:53
1095,153,2021-01-19 13:24:01
1096,81,2021-01-19 13:24:52
1097,765,2021-01-19 13:24:51
1098,3104,2021-01-19 13:22:40
1099,1399,2021-01-19 13:22:41
1100,2770,2021-01-19 13:22:38
322,3295,2021-01-19 13:22:36
322,3296,2021-01-19 13:25:19
322,3298,2021-01-19 13:25:21
322,3521,2021-01-19 13:25:36
322,3051,2021-01-19 13:25:35
322,2791,2021-01-19 13:25:37
322,3154,2021-01-19 11:11:49
322,3522,2021-01-19 14:57:12
322,3523,2021-01-19 06:21:47
322,3102,2021-01-19 06:21:50
322,2766,2020-10-14 18:06:01
326,2904,2020-10-14 18:52:49
1101,2777,2020-10-14 14:50:59
740,2780,2020-10-14 17:15:46
1102,1633,2020-10-14 09:21:08
1103,2067,2020-10-14 21:46:08
1104,2752,2020-10-14 10:59:08
1105,3524,2020-10-14 10:59:10
745,78,2020-10-14 23:08:49
745,555,2020-10-14 18:06:20
745,238,2020-10-14 14:25:37
747,3309,2020-10-14 17:01:20
1106,3144,2020-10-14 18:42:22
1106,3103,2020-10-14 14:58:36
1107,3128,2020-10-14 14:41:39
1108,2833,2020-10-14 14:43:02
753,2870,2020-10-14 23:30:42
337,153,2020-10-14 23:30:43
337,2865,2020-10-14 17:18:34
1109,3525,2020-10-14 16:21:12
754,89,2020-10-14 16:21:09
1110,416,2020-10-14 14:34:23
1111,2989,2020-10-14 14:34:25
1112,2863,2020-10-14 14:34:22
1112,2814,2020-10-14 13:12:54
1113,2777,2020-10-14 17:22:49
345,238,2020-10-14 13:27:15
764,2767,2020-10-14 14:19:42
1114,2916,2020-10-14 20:23:36
1115,2829,2020-10-14 20:23:34
766,153,2020-10-14 15:14:55
1116,2782,2020-10-14 17:46:13
349,1608,2020-10-14 18:14:33
349,3526,2020-10-14 18:14:38
349,1116,2020-10-14 18:14:35
1117,3134,2020-10-14 18:14:39
1118,24,2020-10-14 18:14:40
1119,3429,2020-10-14 16:51:01
773,3527,2020-10-14 14:56:25
352,925,2020-10-14 14:56:24
353,3528,2020-10-14 13:08:28
353,2817,2020-10-14 09:34:47
353,3090,2020-10-14 14:13:37
353,1264,2020-10-14 14:13:36
353,28,2020-10-14 13:20:24
353,3529,2020-10-14 13:20:25
353,548,2020-10-14 13:20:22
353,107,2020-10-14 13:20:23
353,2916,2020-10-14 13:11:17
353,159,2020-10-14 13:11:22
1120,2782,2020-10-14 13:18:55
1121,1402,2020-10-14 16:53:27
356,2865,2020-10-14 16:53:28
1122,1742,2020-10-14 16:53:21
358,555,2020-10-14 16:53:23
360,3080,2020-10-14 13:53:47
360,284,2020-10-14 13:53:43
783,2897,2020-10-14 13:53:44
783,779,2020-10-14 19:29:58
361,948,2020-10-14 19:29:43
1123,555,2020-10-14 19:29:47
1124,2201,2020-10-14 19:29:59
1125,2752,2020-10-14 19:29:57
1126,107,2020-10-14 19:29:46
365,3530,2020-10-14 19:29:45
365,2825,2020-10-14 14:03:23
365,3100,2020-10-14 14:03:25
365,2756,2020-10-14 14:03:22
365,3523,2020-10-14 13:57:01
365,3023,2020-10-14 13:57:10
365,3156,2020-10-14 17:29:15
365,3318,2020-10-14 21:37:23
366,2744,2020-10-14 21:37:26
366,1917,2020-10-14 21:37:20
366,1608,2020-10-14 21:37:22
366,3531,2020-10-14 16:05:40
366,3532,2020-10-14 16:05:38
366,2936,2020-10-14 16:03:37
366,3533,2020-10-14 16:03:36
366,3534,2020-10-14 16:05:39
366,84,2020-10-14 16:05:37
366,3535,2020-10-14 14:02:42
366,3536,2020-10-14 13:30:57
366,2780,2020-10-14 13:58:21
366,2758,2020-10-14 13:58:19
366,153,2020-10-14 13:43:25
366,2819,2020-10-14 13:43:26
366,3146,2020-10-14 17:14:10
366,2802,2020-10-14 13:18:23
366,3109,2020-10-14 13:18:18
366,2853,2020-10-14 13:18:06
366,2756,2020-10-14 13:10:14
366,3537,2020-10-14 21:34:49
366,3538,2020-10-14 15:59:47
366,2965,2020-10-14 15:59:45
366,732,2020-10-14 14:55:21
366,2865,2020-10-14 14:55:20
366,3271,2020-10-14 14:55:23
366,3360,2020-10-14 13:17:56
366,425,2020-10-14 13:17:55
366,3539,2020-10-14 13:17:54
366,3540,2020-10-14 11:57:17
1127,2901,2020-10-14 13:36:49
367,1608,2020-10-14 14:18:02
367,2753,2020-10-14 14:18:03
367,78,2020-10-14 16:23:57
367,174,2020-10-14 17:49:30
367,311,2020-10-14 13:53:09
1128,174,2020-10-14 13:53:13
1129,2756,2020-10-14 14:25:27
368,1604,2020-10-14 14:25:25
368,2754,2020-10-14 07:04:38
1130,663,2020-10-14 07:55:22
1131,174,2020-10-14 14:56:59
1132,2752,2020-10-14 15:00:14
791,81,2020-10-14 07:56:49
791,1360,2020-10-14 18:15:20
791,2742,2020-10-14 18:15:18
376,3499,2020-10-14 13:24:35
1133,2782,2020-10-14 13:54:50
1134,52,2020-10-14 13:54:49
1134,2780,2020-10-14 07:55:38
380,2779,2020-10-14 07:55:04
380,2901,2020-10-14 13:25:51
1135,2777,2020-10-14 15:42:18
1136,3178,2020-10-14 16:33:53
1136,2067,2020-10-14 07:55:59
1136,2865,2020-10-14 19:33:47
1137,2801,2020-10-14 19:33:48
1138,2744,2020-10-14 13:28:11
1139,3087,2020-10-14 00:21:21
1140,153,2020-10-14 16:02:51
1141,2564,2020-10-14 19:58:48
1142,311,2020-10-14 19:36:00
1143,3541,2020-10-14 19:36:13
1144,2776,2020-10-14 19:36:05
1145,3542,2020-10-14 19:36:06
804,2904,2020-10-14 19:36:12
1146,2752,2020-10-14 21:47:55
1147,3211,2020-10-14 21:47:47
400,1252,2020-10-14 21:47:23
1148,2820,2020-10-14 21:47:06
1149,2882,2020-10-14 21:47:15
402,2770,2020-10-14 21:46:32
403,81,2020-10-14 21:46:09
404,2744,2020-10-14 21:46:06
1150,2067,2020-10-14 21:45:39
1151,3216,2020-10-14 14:50:51
1152,3044,2020-10-14 15:03:26
1153,1915,2020-10-14 15:03:25
819,2870,2020-10-14 18:39:38
1154,2830,2020-10-14 18:39:43
405,475,2020-10-14 15:17:20
1155,2782,2020-10-14 15:08:06
1156,3216,2020-10-14 14:41:32
1157,2820,2020-10-14 14:41:30
1158,2752,2020-10-14 15:14:19
411,2768,2020-10-14 13:28:00
1159,107,2020-10-14 13:28:01
1160,2782,2020-10-14 13:28:06
1160,3325,2020-10-14 13:28:03
